Source,Target,weight
Yang Feng,Xu Huang,5
Yang Feng,Dong Cheng,7
Yang Feng,Li Yue,5
Yang Feng,Han Xian,14
Yang Feng,Yang Feng and Han Xian,5
Yang Feng,Cao Cao,5
Yang Feng,Yuan Shu,4
Yang Feng,Lu Bu,4
Xu Huang,Yang Feng,5
Xu Huang,Cao Cao,20
Xu Huang,Xu Chu,14
Xu Huang,Man Chong,6
Xu Huang,Cao Ren,4
Xu Huang,Xiahou Yuan,6
Xu Huang,Yue Jin,7
Xu Huang,Yu Ji,10
Xu Huang,Xiahou Dun,7
Xu Huang,Xun You,4
Xu Huang,Yu Jin,10
Xu Huang,Li Dian,9
Xu Huang,Zhang Liao,15
Xu Huang,Yuan Shao,4
Dong Cheng,Guo Si,4
Dong Cheng,Li Jue,4
Dong Cheng,Yang Feng,7
Dong Cheng,Li Yue,4
Dong Cheng,Prime Minister,5
Dong Cheng,Cao Cao,15
Dong Cheng,Wang Zifu,8
Dong Cheng,Ma Teng,6
Dong Cheng,Liu Bei,6
Dong Cheng,Ji Ping,6
Li Yue,Guo Si,4
Li Yue,Li Jue,4
Li Yue,Dong Cheng,4
Li Yue,Yang Feng,5
Han Xian,Yang Feng,14
Han Xian,Yang Feng and Han Xian,5
Han Xian,Chen Deng,5
Han Xian,Lu Bu,5
Yang Feng and Han Xian,Han Xian,5
Yang Feng and Han Xian,Yang Feng,5
Dong Zhao,Cao Cao,4
Ji Ling,Yuan Shu,6
Ji Ling,Liu Bei,14
Ji Ling,Guan Yu,4
Ji Ling,Lu Bu,8
Zhu Zhi,Sun Ce,4
Zhou Yu,Sun Ce,6
Zhou Yu,Sun Quan,5
Zhang Hong,Sun Ce,5
Zhang Hong,Cao Cao,4
Zhang Zhao,Sun Ce,4
Zhang Ying,Zhang Yi,7
Zhang Ying,Sun Ce,4
Zhang Yi,Zhang Ying,7
Zhang Yi,Sun Ce,4
Zhang Yi,Ma Yan,5
Zhang Yi,Yuan Shang,5
Jiang Qi,Yuan Shao,4
Jiang Qi,Cao Cao,4
Yan Baihu,Sun Ce,4
Wang Lang,Sun Ce,5
Yu Fan,Sun Ce,4
Han Yin,Yuan Shu,4
Han Yin,Lu Bu,6
Chen Gui,Chen Deng,8
Chen Gui,Lu Bu,7
Chen Gui,Liu Bei,4
Chen Gui,Cao Cao,4
Zhang Xiu,Jia Xu,11
Zhang Xiu,Liu Biao,16
Zhang Xiu,Lu Bu,4
Zhang Xiu,Cao Cao,28
Zhang Xiu,Yuan Shao,5
Cao Amin,Cao Cao,5
Jian Yong,Sun Qian,6
Jian Yong,Liu Bei,9
Jian Yong,Cao Cao,5
Jian Yong,Zhang Fei,4
Jian Yong,Mi Zhu,5
Che Zhou,Liu Bei,4
Wang Zifu,Dong Cheng,8
Wang Zifu,Cao Cao,6
Guo Tu,Cao Cao,10
Guo Tu,Yuan Shao,6
Guo Tu,Gao Lan,5
Guo Tu,Shen Pei,8
Guo Tu,Peng Ji,6
Guo Tu,Zhang He,4
Guo Tu,Xin Ping,4
Guo Tu,Xin Pi,4
Guo Tu,Yuan Tan,10
Gao Lan,Guo Tu,5
Gao Lan,Zhang He,14
Gao Lan,Yuan Shao,8
Gao Lan,Xu Chu,4
Gao Lan,Cao Cao,10
Zhang He,Guo Tu,4
Zhang He,Gao Lan,14
Zhang He,Yuan Shao,6
Zhang He,Zhang Liao,4
Zhang He,Cao Cao,9
Wang Zhong,Liu Dai,5
Wang Zhong,Cao Cao,5
Wang Zhong,Liu Bei,4
Wang Zhong,Guan Yu,4
Mi Heng,Xun Yu,5
Mi Heng,Cao Cao,4
Ji Ping,Dong Cheng,6
Ji Ping,Cao Cao,13
Han Song,Cao Cao,4
Quin Quington,Cao Cao,4
Yuan Tan,Yuan Shao,5
Yuan Tan,Cao Cao,29
Yuan Tan,Yuan Xi,4
Yuan Tan,Yuan Shang,17
Yuan Tan,Guo Tu,10
Yuan Tan,Xin Ping,6
Yuan Tan,Xin Pi,8
Yuan Tan,Peng Ji,4
Yuan Tan,Prime Minister,4
Yuan Tan,Liu Biao,5
Liu Pi,Gong Du,7
Liu Pi,Liu Bei,9
Liu Pi,Sun Qian,4
Liu Pi,Guan Yu,4
Gong Du,Liu Pi,7
Gong Du,Guan Yu,6
Gong Du,Liu Bei,5
Gong Du,Zhang Fei,4
Chen Zhen,Yuan Shao,4
Chen Zhen,Cao Cao,4
Chen Zhen,Sun Ce,4
Du Yu,Liao Hua,4
Liao Hua,Du Yu,4
Wang Zhi,Guan Yu,4
Kong Xiu,Guan Yu,6
Zhou Cang,Guan Yu,8
Zhou Cang,Liu Bei,4
Guan Ding,Guan Yu,4
Guan Ping,Guan Yu,6
Guan Ping,Liu Bei,5
Lu Su,Sun Quan,5
Yuan Shang,Yuan Shao,6
Yuan Shang,Zhang Liao,5
Yuan Shang,Cao Cao,28
Yuan Shang,Yuan Tan,17
Yuan Shang,Yuan Xi,11
Yuan Shang,Shen Pei,11
Yuan Shang,Liu Biao,4
Yuan Shang,Lu Xiang,5
Yuan Shang,Zhang Yi,5
Yuan Shang,Ma Yan,6
Yuan Shang,Gongsun Kang,4
Yuan Xi,Yuan Shao,4
Yuan Xi,Yuan Tan,4
Yuan Xi,Yuan Shang,11
Yuan Xi,Cao Cao,7
Lu Xiang,Cao Cao,5
Lu Xiang,Yuan Shang,5
Ma Yan,Zhang Yi,5
Ma Yan,Yuan Shang,6
Tian Chou,Cao Cao,5
Gongsun Kang,Yuan Shang,4
Lady Cai,Liu Bei,4
Yi Ji,Liu Bei,4
San Fu,Liu Bei,6
San Fu,Cao Ren,4
Xu Shu,Zhuge Liang,4
Xu Shu,Cao Cao,5
Xu Shu,Liu Bei,7
Lady Xu,Lady Xun,5
Lady Xun,Lady Xu,5
Cui Zhouping,Zhuge Liang,4
